Treatment	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella	salmonella
 Incertae_Sedis	0.00337665647298675	0	0.0020754357356149	0.000838766251096115	0.00199965223439402	0.00267211172452041	0.00187596143023299	0	0	0	0.000519982172039816	0.0013219173903317	0.00157425223019066	0	0	0	0.00224181736661187	0.00319916821626377	0.00201213991079513	0	0	0	0.00463493386105614	0	0.00673022994952328	0.00320949526145275	0.003000378000378	0.00211044671122054	0.00191570881226054	0.00164065778930902	0	0	0.000373622267887166	0.00214707461084273	0	0.00205768810547017	0.00377824041946179	0.00468587296077751	0.000485060147458285	0.00310146211785556	0
 Intestinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011598685482312	0	0	0	0	0	0	0	0	0
 Intestinimonas	0.000987512742099898	0	0	0.0148309123489268	0.000912884715701617	0.000504172023494416	0.000825423029302518	0	0	0	0.00115138909523102	0.00109820829350633	0	0	0	0	0.00160663577940517	0.00129966208785716	0.00191153291525537	0.000152398369337448	0	0	0.000442662222685137	0	0	0.00184697368819451	0.000543375543375543	0.000502487312195367	0	0	0	0	0	0	0	0.000273144438779226	0.000411237052458426	0.00083882911026264	0	0.00129755047787835	0
 JGI_0001001-H03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 KD4-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Kineosporia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Kocuria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Kosakonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Kurthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 LD-RB-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Labrenzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72500472500472e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Labrys	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Lachnoclostridium	0.00366335372069317	0.00383795309168444	0.00626866303818378	0.118342292881925	0.0128238567205703	0.011646373742721	0.00922973023674633	0	0	0	0.0161937305006685	0.0185881922271257	0.0251443064544341	0	0	0	0.00792108802869526	0.0126167196528902	0.00915523659411784	0.00499104659580142	0	0	0.00450473908967816	0.000223010191565755	0.00392596747055524	0.208465800708511	0.0262001512001512	0.0112054670619567	0.00790229885057471	0.00251821893242779	0	0	0	0	0	0.00682861096948066	0.0112062096794921	0.00636353118130279	0.00714655283921873	0.0212038736628901	0
 Lachnospira	0	0	0	0.000457508864234245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Lachnospiraceae_FCS020_group	0.0047782874617737	0	0.000338846650712637	0.00346944222044302	0.0116501478003825	0.0081171695782601	0.000262634600232619	0	0	0	0.0480240677462487	0.0301193793089423	0.00297358754591569	0	0	0	0.0198774473172919	0.0221142502949233	0.0181427948623361	0	0	0	0	0	0.0280426247896803	0	0.00304762804762805	0.00231144163609869	0	0	0	0	0	0.022007514761138	0	0.00506227693204166	0.00583442568175393	0.00118593081106097	0.00100245763808046	0.0102221659598709	0
 Lachnospiraceae_NK4A136_group	0.18756371049949	0	0.309155212943942	0.0920355331884555	0.28547209181012	0.0673825909400287	0.522830450605936	0.00313439924014564	0.000517375183237044	0	0.551181102362205	0.41534644404222	0.70679552212699	0	0.000421137745733875	0	0.581826333881333	0.430588047107752	0.336496864415306	0.00213357717072427	0	0.0009112594141138	0.188834496406624	0.000356816306505207	0.390914189568144	0.030247978926333	0.125189000189	0.141198934726898	0.324568965517241	0.000992025640047312	0.000176393508718879	0	0	0.363929146537842	0	0.171097676451307	0.222941887064024	0.351758648617378	0	0.00180391163997721	0.000467239334363656
 Lachnospiraceae_UCG-001	0.0105122324159021	0	0.000232957072364938	0	0.0410798122065728	0.0241750485265573	0.01103065320977	0	0	0	0.00170851285098797	0.00347765959610339	0.00104950148679377	0	0	0	0.0720370647137946	0.0496071021534401	0.0349441631174754	0	0	0	0.000468701176960733	0	0.0336511497476164	0	0.115762615762616	0.0350736143912366	0	0	0	0	0	0.0198604401502952	0	0.00203947847621822	0.101883979746575	0.00202475992132361	0	0	0
 Lachnospiraceae_UCG-004	0	0	0.000296490819373557	0.00385069960730489	0	0.000252086011747208	0	0	0	0	0.000668548506908335	0	0.000524750743396887	0	0	0	0	0.000479875232439566	0	0	0	0	0.000312467451307156	0	0	0.00872013806885276	0	0.00175870559268378	0	0	0	0	0	0	0	0.00152960885716367	0.00133652042048989	0.000462802267731112	0.000323373431638857	0.00101272232419773	0
 Lachnospiraceae_UCG-006	0.00117864424057085	0	0.00101653995213791	0	0.00386889236654495	0.00350399556328619	0.00296401905976813	0	0	0	0.00441984846233843	0.00410811250533851	0.00236137834528599	0	0	0	0.00552981617097594	0.0027992721892308	0.00536570642878702	0	0	0	0.000286428497031559	0	0	0	0.00146475146475146	0.00125621828048842	0.000622605363984674	0	0	0	0	0	0	0.000910481462597422	0.00120800884159663	0.000983454818928613	0	0	0
 Lachnospiraceae_UCG-008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Lachnospiraceae_UCG-010	0	0	0	0	0	0	0	0	0	0	0.000817114841776853	0.000244046287445852	0.00148679377295785	0	0	0	0	0	0	0	0	0	0.000182272679929174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Lacihabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Lactobacillus	0	0.187633262260128	0.0113301848832038	0.00552823210949712	0	0	0	0.398005382301726	0.113779425713547	0.272983014861996	0	0	0	0.131027314199919	0.163081380657986	0.587886579530034	0	0	0	0	0.0179826420651034	0.00420787435340784	0	0.0443790281215852	0	0.0503830199533715	0	0	0	0.00366286390171315	0.145701038201794	0.895263870094723	0.217261348776387	0.00268384326355341	0.0654281098546042	0.00194843032995848	0.0222582054643123	0.00326854101585098	0.0533889535635752	0.144154693335021	0.0452143909714984
 Lactococcus	0	0	0	0	0	0	0	0.00110812094348583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Latescibacterota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Lawsonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023197370964624	0	0	0	0	0	0	0	0	0
 Legionella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Lentimicrobium	0	0	0	0	0	0	0	0.000379927180623714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 MBNT15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 MND1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Marinobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100796290696502	0	0	0	0	0	0	0	9.7012029491657e-05	0	0
 Marvinbryantia	0.000891946992864424	0	0.00169423325356318	0	0.00195618153364632	0.000453754821144975	0	0	0	0	0	0.00079315043419902	0.00161798145880707	0	0	0	0	0.000719812848659349	0.00305174553137261	0	0	0	0.000442662222685137	0	0	0	0.000850500850500851	0.000703482237073514	0	0.000305238658476096	0	0	0	0	0	0.00149318959865977	0	0.000896679393729029	0	0	0
 Mastigocladopsis_PCC-10914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Megasphaera	0	0	0	0	0	0	0	0.000411587779009023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Methanohalophilus	0	0	0	0	0	0	0	0.000189963590311857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Methylobacterium-Methylorubrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Microbacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Micrococcus	0	0	0	0	0	0	0	0.000379927180623714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Mitsuokella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Monoglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Muribaculaceae	0	0	0.0749909993858404	0.0318349918029662	0	0.0299982353979178	0	0	0	0	0	0.0630249537328913	0	0	0	0	0	0.0498470397696599	0.05372413561823	0.0455290128395626	0	0	0.0518695969169878	0.000356816306505207	0	0.0572561843340297	0.0267199017199017	0.10300989900005	0.0145114942528736	0.0492197336792705	0	0	0	0	0	0.0362371622113774	0	0	0	0.0583264763592632	0
 NB1-j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 NK4A214_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 NS5_marine_group	0	0	0	0	0	0	0	0.000348266582238404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Neisseria	0	0	0	0	0	0	0	0.00120310273864176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Nitrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Nocardioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 OLB14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 OPB41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Ochrobactrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Odoribacter	0	0	0	0.000152502954744748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Oribacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Oscillibacter	0.00745412844036697	0.000487359122753579	0.0117749211122641	0.0129246254146174	0.00734654842636063	0.00703319972774711	0.0110681724383747	0	0	0	0.00969395335017085	0.0103109556445873	0.00498513206227042	0	0	0	0.0144970856374234	0.00951752544338472	0.0330326302022201	0	0	0	0.00437454431830018	0	0.00224340998317443	0.00399672994822418	0.0106785106785107	0.0060298477463444	0.00723180076628352	0	0	0	0	0.0386473429951691	0	0.00593633913613519	0.00562880715552471	0.00436769640171237	0.000776096235933256	0.00215203493892018	0
 Paludibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Paludicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Pantoea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Parabacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014367816091954	0	0	0	0	0	0	0	0	0	0.000258698745311085	0	0
 Paracoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Pedobacter	0	0	0	0	0	0	0	0.00063321196770619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Pedosphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Peredibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Phenylobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Prevotella	0	0	0.000381202482051716	0	0	0	0	0.00148804812410955	0	0	0	0	0	0.000259860252930646	0	0	0	0.000379901225681323	0	0	0	0.000187612232317547	0	0	0	0.000151391285917583	0.000212625212625213	0	0.00105363984674329	0	0	0	0	0	0	0	0	0	0	0.000126590290524717	0.000251590410811199
 Prevotellaceae_NK3B31_group	0	0	0	0.00106752068321324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Prevotellaceae_UCG-001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Prevotellaceae_UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Pseudoalteromonas	0	0	0	0	0	0	0	0.000221624188697166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Pseudomonas	0	0	0	0	0	0	0	0.00126642393541238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034796056446936	0	0	0	0	0	0	0	0	0.000179707436293714
 RB41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 RBG-13-54-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 RF39	0.134556574923547	0	0.00825938711112052	0	0.0114327942966441	0.0366533061080441	0.0281019022248903	0.000158302991926547	0	0	0.00207992868815926	0.00992454902279799	0.00288612908868288	0	0	0	0.00328799880436407	0.00967748385419791	0.0321942385727221	0	0	0	0.0675450473908968	0	0.0112170499158721	0	0.0242628992628993	0.058891512989297	0.00488505747126437	0	0	0	0	0.011808910359635	0	0.0233265350717459	0.0147274269411674	0.0119750086775425	0	0	0
 Rhodobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Rhodococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Rikenellaceae_RC9_gut_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Romboutsia	0	0	0	0	0	0	0	0.000664872566091499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Roseburia	0.00805937818552497	0	0.0255617442131345	0.00956956041023295	0.0144322726482351	0.00592402127605939	0.0360559786890782	0.000506569574164952	0	0	0.0723146634972515	0.0874702568587175	0.0446912716459682	0	0	0	0.0263413540576894	0.0258532781476816	0.0278010664341527	0	0	0	0.00736902405999375	0	0.00280426247896803	0	0.141348516348516	0.0275363047083061	0.0203544061302682	0	0	0	0	0.0182501341921632	0	0.00548109840483648	0.0450304572441977	0.0102105750318177	0	0	0
 Roseomonas	0	0	0	0	0	0	0	0.000316605983853095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Ruminococcaceae	0.000860091743119266	0	0.0126008598233762	0	0.000260824204486176	0	0.00296401905976813	0	0	0	0.0227306492348834	0.0126700697565638	0.0100139933531573	0	0	0	0.0103497235091915	0.00395897066762642	0.0103960562057748	0	0	0	0.00330694719300073	0	0.00280426247896803	0	0.00243337743337743	0.00291442641073313	0.00795019157088123	0	0	0	0	0	0	0.0275693786874499	0.00943274989076516	0.0269293069536041	0	0	0
 Ruminococcus	0	0	0	0	0	0	0.000262634600232619	0.000284945385467785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Ruminococcus_gnavus_group	0	0	0	0	0	0	0	0.000569890770935571	0	0	0	0	0	0.000202113530057169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 SC-I-84	0	0	0	0	0	0	0	0.000379927180623714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 SG8-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Saccharospirillum	0	0	0	0	0	0	0	0.000538230172550261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023197370964624	0	0	0	0	0	0	0	0	0
 Sericytochromatia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Sphingobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Sphingomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015014147947104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228928993857072	0.000352787017437758	0.0003866228494104	0	0	0	0	0	0	0.000129349372655543	0	0
 Streptococcus	0	0	0	0	0	0	0	0.00250118727243945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Subdoligranulum	0	0	0	0	0	0	0	0.000126642393541238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Succinivibrio	0	0.000365519342065184	0.000148245409686779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.28385170077937e-05	0	0	0	0	0
 Sulfurifustis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Sutterella	0	0	0	0.00038125738686187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69329109122956e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Syntrophus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Tepidimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66200843102154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Truepera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Turicibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Tuzzerella	0.000573394495412844	0	0.00243546030199708	0.00194441267299554	0.00104329681794471	0.000378129017620812	0.000712865343488538	0	0	0	0.002005645520725	0.0036403571210673	0.00236137834528599	0	0	0	0.0011582723060828	0.000739807650010997	0.00295113853583286	0	0	0	0.000286428497031559	0	0	0.000545008629303297	0.000614250614250614	0.000803979699512587	0.00114942528735632	0.000610477316952192	0	0	0	0.0059044551798175	0	0.00158423774491951	0.000719664841802246	0.00161980793705889	0	0.00778530286727008	0
 Tyzzerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 UCG-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 UCG-005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 UCG-009	0.00108307849133537	0	0	0	0	0.000126043005873604	0.000375192286046599	0	0	0	0.000259991086019908	0.000366069431168778	0	0	0	0	0.000896726946644747	0.000719812848659349	0.00134142660719675	0	0	0	0.000442662222685137	0	0	0	0.000590625590625591	0	0.00158045977011494	0	0	0	0	0	0	0.000600917765314298	0	0.00216938562998959	0	0	0
 UCG-010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Variovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Veillonella	0	0	0	0	0	0	0	0.00063321196770619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015464913976416	0	0	0	0	0	0	0	0	0
 Victivallaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 WCHB1-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Weissella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Woesearchaeales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Xanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 bacteriap25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 uncultured	0.0410295616717635	0.117027109351203	0.0804760795442513	0.14178962217393	0.0924621804903495	0.0359978824775013	0.0726747458072262	0.00335602342884281	0.0142709321376218	0.0180467091295117	0.0799286881592631	0.106851599520042	0.0334091306629351	0.00770918750360917	0.000572747334198069	0.00292836225983858	0.0856000597817964	0.0991542199028253	0.10325631308897	0.224520897626395	0.00466299279355659	0.015759427514674	0.0473388188730341	0.00430409669721906	0.0858104318564218	0.0900475368637781	0.0772538272538272	0.043816893623436	0.0450191570881226	0.00660078598954558	0.00713133756677754	0.00108254397834912	0.00579114515225107	0.0574342458400429	0.0476575121163166	0.0279153616432369	0.0345182100907292	0.0498958694897605	0.0225714655283922	0.0724412937527692	0.00499586672896524
 vadinBE97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salmonella	0	0.471459031373744	0.000211779156695398	0.348202371420946	0	0	0	0.513376602817793	0.835345347934811	0.607802547770701	0	0.000223709096825365	0	0.821187272622279	0.823644357596483	0.401757017355903	0	0.000219942814868134	0	0.373109307730407	0.963410008701278	0.531639462892981	0.000286428497031559	0.62842041881314	0	0.357737608623248	0	0	0	0.725170742874585	0.791402076403588	0.0966557123526	0.768073977209042	0	0.839256865912762	0	0	0.000318176559065139	0.807107748027422	0.270839926577632	0.885382597131869
